Sale_ID,Sale_Date,Year,Month,Country,State_Region,City,Dealer_Name,Brand,Model,Vehicle_Type,Vehicle_Segment,Fuel_Type,Transmission,Vehicle_Year,Customer_Age,Customer_Gender,Customer_Type,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Payment_Method,Finance_Status,Customer_Rating
AS110624,2024-06-20,2024,Jun,UK,Northern Ireland,Belfast,Elite Motors 8,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2022,20,Male,Fleet,3,61253.61,21813.96,161946.87,136793.17,25153.71,0.1553,Bank Finance,Approved,4.4
AS110625,2025-12-16,2025,Dec,UK,Scotland,Glasgow,AutoHub 10,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2025,33,Female,Retail,1,19324.51,976.8,18347.71,12691.74,5655.97,0.3083,Lease,Approved,4.4
AS110626,2025-12-02,2025,Dec,UAE,Abu Dhabi,Abu Dhabi,Global Wheels 5,Kia,EV6,Hatchback,Electric,Electric,Automatic,2021,37,Female,Retail,1,46225.38,5128.33,41097.06,31590.11,9506.94,0.2313,Bank Finance,Approved,3.9
AS110627,2025-10-12,2025,Oct,UK,Scotland,Edinburgh,CityDrive 11,BMW,X5,SUV,Luxury SUV,Hybrid,Automatic,2026,51,Female,Corporate,1,68926.77,5335.82,63590.96,47071.55,16519.41,0.2598,Lease,Rejected,3.8
AS110628,2026-04-10,2026,Apr,USA,Florida,Miami,AutoHub 10,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2025,35,Male,Retail,1,43658.33,4585.73,39072.6,32519.29,6553.32,0.1677,Bank Finance,Approved,4.0
AS110629,2025-08-27,2025,Aug,Japan,Kanagawa,Yokohama,Global Wheels 13,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2021,30,Female,Corporate,3,31391.05,6267.99,87905.17,60730.67,27174.5,0.3091,Credit Card,Not Required,5.0
AS110630,2026-08-03,2026,Aug,Japan,Kanagawa,Yokohama,AutoHub 17,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2025,21,Male,Retail,1,44737.13,3907.34,40829.79,30828.32,10001.47,0.245,Cash,Not Required,3.6
AS110631,2025-03-27,2025,Mar,Germany,Bavaria,Nuremberg,Metro Motors 10,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2025,40,Female,Retail,1,45346.33,2896.52,42449.81,34517.14,7932.67,0.1869,Bank Finance,Approved,4.4
AS110632,2025-02-23,2025,Feb,Canada,Ontario,Toronto,CityDrive 2,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2024,58,Male,Retail,1,41945.58,2893.4,39052.18,31332.9,7719.28,0.1977,Bank Finance,Approved,4.6
AS110633,2024-12-05,2024,Dec,Germany,Bavaria,Munich,Global Wheels 1,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2026,37,Male,Fleet,2,41667.63,3083.25,80252.0,68327.16,11924.85,0.1486,Credit Card,Not Required,3.6
AS110634,2025-02-28,2025,Feb,USA,California,San Jose,AutoHub 1,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2024,36,Male,Retail,1,33696.6,4637.04,29059.56,20644.98,8414.59,0.2896,Credit Card,Not Required,4.3
AS110635,2026-05-30,2026,May,USA,Texas,Dallas,Global Wheels 15,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2022,38,Female,Retail,1,36377.93,2553.89,33824.04,23675.46,10148.57,0.3,Bank Finance,Approved,4.5
AS110636,2024-08-20,2024,Aug,USA,New York,Buffalo,Metro Motors 13,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2026,36,Male,Corporate,1,32838.88,1627.83,31211.05,23311.34,7899.7,0.2531,Bank Finance,Rejected,4.3
AS110637,2024-03-13,2024,Mar,UK,Northern Ireland,Belfast,Prime Auto 6,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2022,44,Male,Retail,2,45337.49,5558.31,85116.68,62334.67,22782.01,0.2677,Cash,Not Required,4.0
AS110638,2025-11-18,2025,Nov,India,Telangana,Hyderabad,Elite Motors 2,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2023,42,Female,Retail,1,28141.02,3279.77,24861.24,20817.79,4043.46,0.1626,Bank Finance,Approved,3.2
AS110639,2025-02-23,2025,Feb,Australia,New South Wales,Sydney,CityDrive 12,Kia,EV6,Hatchback,Electric,Electric,Automatic,2026,56,Female,Fleet,1,43323.39,1730.19,41593.21,32903.98,8689.22,0.2089,Bank Finance,Approved,4.0
AS110640,2026-05-31,2026,May,UK,Scotland,Glasgow,AutoHub 4,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2026,31,Male,Retail,1,32291.7,3170.16,29121.54,20850.61,8270.94,0.284,Cash,Not Required,3.0
AS110641,2026-08-12,2026,Aug,Germany,Bavaria,Nuremberg,AutoHub 13,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2025,39,Female,Retail,2,40948.21,3084.45,78811.97,63148.96,15663.0,0.1987,Lease,Approved,3.5
AS110642,2024-08-07,2024,Aug,Germany,Hesse,Frankfurt,Metro Motors 12,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2025,32,Male,Retail,1,33824.43,711.22,33113.21,25168.46,7944.75,0.2399,Lease,Approved,3.2
AS110643,2024-12-15,2024,Dec,UK,Scotland,Edinburgh,Global Wheels 2,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2024,45,Female,Retail,1,29139.1,718.22,28420.88,21514.71,6906.16,0.243,Cash,Not Required,3.6
AS110644,2026-03-13,2026,Mar,Canada,Alberta,Edmonton,Elite Motors 10,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2022,37,Male,Corporate,1,31030.56,3914.85,27115.71,21583.31,5532.4,0.204,Credit Card,Not Required,3.7
AS110645,2025-01-28,2025,Jan,Australia,Western Australia,Perth,Metro Motors 14,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2025,34,Male,Fleet,2,45921.94,8926.15,82917.73,62395.44,20522.29,0.2475,Bank Finance,Approved,4.3
AS110646,2025-06-28,2025,Jun,UK,Northern Ireland,Belfast,Elite Motors 1,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2021,34,Female,Corporate,2,39981.93,5959.16,74004.7,58666.15,15338.55,0.2073,Lease,Pending,4.5
AS110647,2025-12-18,2025,Dec,Australia,Queensland,Brisbane,AutoHub 17,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2021,31,Male,Retail,1,45634.66,2453.79,43180.87,36276.37,6904.5,0.1599,Bank Finance,Rejected,4.0
AS110648,2024-12-27,2024,Dec,Japan,Tokyo,Tokyo,Metro Motors 13,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2021,51,Male,Retail,1,40365.29,4274.66,36090.63,25045.66,11044.98,0.306,Lease,Rejected,5.0
AS110649,2025-07-05,2025,Jul,USA,Florida,Miami,Metro Motors 8,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2026,31,Female,Retail,2,47912.83,9402.92,86422.74,68235.64,18187.09,0.2104,Bank Finance,Approved,4.3
AS110650,2025-12-06,2025,Dec,Germany,Hesse,Frankfurt,Global Wheels 9,Kia,EV6,Hatchback,Electric,Electric,Automatic,2021,28,Male,Corporate,5,51637.18,7494.59,250691.31,208696.1,41995.21,0.1675,Bank Finance,Approved,4.0
AS110651,2025-10-12,2025,Oct,Germany,Hesse,Frankfurt,CityDrive 8,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2026,30,Male,Retail,1,29167.51,1745.81,27421.7,23082.73,4338.97,0.1582,Cash,Not Required,4.4
AS110652,2025-12-09,2025,Dec,India,Maharashtra,Pune,Elite Motors 1,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2021,37,Male,Retail,1,45625.49,3270.82,42354.66,36196.95,6157.71,0.1454,Bank Finance,Approved,4.0
AS110653,2024-12-02,2024,Dec,Japan,Tokyo,Tokyo,CityDrive 15,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2026,53,Male,Retail,1,34158.1,3489.76,30668.34,25995.55,4672.78,0.1524,Lease,Approved,4.4
AS110654,2025-08-10,2025,Aug,UAE,Abu Dhabi,Abu Dhabi,CityDrive 9,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2022,24,Female,Fleet,2,30560.53,1358.06,59763.0,45865.77,13897.23,0.2325,Cash,Not Required,3.4
AS110655,2025-08-24,2025,Aug,UK,Northern Ireland,Belfast,CityDrive 2,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2026,30,Male,Retail,1,31124.19,2466.45,28657.74,23071.42,5586.32,0.1949,Credit Card,Not Required,4.2
AS110656,2025-02-07,2025,Feb,UAE,Abu Dhabi,Abu Dhabi,AutoHub 12,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2026,48,Male,Corporate,5,23015.41,13257.9,101819.18,85688.16,16131.01,0.1584,Credit Card,Not Required,4.2
AS110657,2024-02-19,2024,Feb,Japan,Osaka,Osaka,AutoHub 12,Kia,EV6,Hatchback,Electric,Electric,Automatic,2023,20,Male,Retail,1,46698.35,4337.4,42360.95,34738.12,7622.83,0.1799,Bank Finance,Pending,3.3
AS110658,2025-08-16,2025,Aug,Japan,Aichi,Nagoya,AutoHub 14,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2025,38,Female,Retail,1,44067.85,3060.43,41007.42,28776.52,12230.9,0.2983,Bank Finance,Pending,3.8
AS110659,2025-11-21,2025,Nov,UAE,Abu Dhabi,Abu Dhabi,CityDrive 6,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2025,33,Female,Retail,1,48586.17,2766.48,45819.69,35578.68,10241.01,0.2235,Lease,Approved,3.3
AS110660,2024-02-26,2024,Feb,Australia,New South Wales,Sydney,AutoHub 4,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2022,44,Female,Fleet,1,62613.69,3634.46,58979.23,44100.99,14878.24,0.2523,Credit Card,Not Required,4.3
AS110661,2025-04-03,2025,Apr,UAE,Ajman,Ajman,Metro Motors 5,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2023,29,Female,Retail,1,47117.01,5519.26,41597.76,32422.24,9175.52,0.2206,Lease,Approved,4.0
AS110662,2024-06-04,2024,Jun,Japan,Aichi,Nagoya,Elite Motors 2,Honda,Civic,Sedan,Compact,Petrol,CVT,2021,41,Male,Corporate,4,22779.74,3147.69,87971.28,63530.65,24440.63,0.2778,Bank Finance,Approved,4.9
AS110663,2026-04-03,2026,Apr,Germany,Bavaria,Munich,Metro Motors 16,Tesla,Model Y,SUV,Electric,Electric,Automatic,2021,54,Female,Corporate,1,48361.83,2457.06,45904.77,35435.56,10469.21,0.2281,Cash,Not Required,4.0
AS110664,2025-10-20,2025,Oct,India,Karnataka,Mysuru,AutoHub 11,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2026,34,Female,Corporate,1,39407.44,3124.8,36282.63,28275.01,8007.63,0.2207,Bank Finance,Pending,3.9
AS110665,2024-05-09,2024,May,USA,Texas,Austin,Global Wheels 12,Tesla,Model Y,SUV,Electric,Electric,Automatic,2025,53,Female,Retail,1,49976.02,6205.72,43770.29,35249.65,8520.64,0.1947,Credit Card,Not Required,4.5
AS110666,2026-01-01,2026,Jan,Australia,Western Australia,Perth,Prime Auto 16,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2025,21,Male,Retail,2,50714.95,4220.25,97209.65,73728.35,23481.3,0.2416,Credit Card,Not Required,4.0
AS110667,2024-02-09,2024,Feb,USA,California,San Diego,Elite Motors 16,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2022,52,Male,Retail,4,19822.42,2450.48,76839.2,62583.16,14256.04,0.1855,Bank Finance,Approved,4.7
AS110668,2026-02-21,2026,Feb,India,Karnataka,Mangaluru,Metro Motors 17,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2022,33,Female,Corporate,1,29668.96,878.22,28790.74,20056.48,8734.26,0.3034,Cash,Not Required,3.4
AS110669,2025-06-05,2025,Jun,USA,California,San Diego,AutoHub 16,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2023,20,Male,Retail,1,37142.67,2817.85,34324.82,27661.03,6663.79,0.1941,Credit Card,Not Required,3.4
AS110670,2026-05-15,2026,May,India,Maharashtra,Pune,Prime Auto 12,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2021,35,Male,Retail,1,21544.34,2348.65,19195.69,13641.78,5553.91,0.2893,Bank Finance,Approved,4.3
AS110671,2025-05-01,2025,May,Germany,Saxony,Dresden,Metro Motors 2,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2024,50,Female,Retail,2,41866.76,9739.46,73994.06,58394.34,15599.72,0.2108,Lease,Approved,4.6
AS110672,2024-09-09,2024,Sep,Japan,Aichi,Nagoya,AutoHub 17,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2022,36,Female,Fleet,1,58983.38,6537.69,52445.69,43976.43,8469.26,0.1615,Cash,Not Required,3.9
AS110673,2026-07-11,2026,Jul,UK,Wales,Swansea,CityDrive 1,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2022,31,Male,Retail,1,34588.48,980.56,33607.91,26945.33,6662.58,0.1982,Lease,Rejected,3.7
AS110674,2024-08-02,2024,Aug,USA,California,San Jose,Prime Auto 6,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2023,43,Male,Fleet,2,32302.63,5181.13,59424.14,50540.05,8884.08,0.1495,Credit Card,Not Required,3.4
AS110675,2025-09-29,2025,Sep,Japan,Aichi,Nagoya,Elite Motors 10,Tesla,Model Y,SUV,Electric,Electric,Automatic,2024,28,Male,Retail,2,48135.25,12644.54,83625.97,62813.85,20812.12,0.2489,Credit Card,Not Required,3.7
AS110676,2024-05-14,2024,May,UK,Scotland,Glasgow,CityDrive 4,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2023,52,Male,Corporate,2,30311.2,3350.82,57271.57,49155.68,8115.89,0.1417,Bank Finance,Approved,3.8
AS110677,2024-09-07,2024,Sep,Germany,Saxony,Dresden,Elite Motors 5,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2022,56,Male,Retail,1,44906.44,996.05,43910.39,33914.98,9995.41,0.2276,Bank Finance,Approved,3.6
AS110678,2025-08-21,2025,Aug,Japan,Osaka,Osaka,Prime Auto 11,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2021,46,Male,Retail,1,28249.75,3833.27,24416.48,19734.95,4681.53,0.1917,Cash,Not Required,3.5
AS110679,2026-07-24,2026,Jul,UAE,Dubai,Dubai,Metro Motors 14,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2024,37,Male,Retail,2,31675.81,1371.8,61979.82,42356.87,19622.95,0.3166,Bank Finance,Pending,3.5
AS110680,2024-08-09,2024,Aug,Germany,Berlin,Berlin,AutoHub 4,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2025,50,Male,Retail,2,43776.45,11458.83,76094.08,54441.65,21652.42,0.2845,Credit Card,Not Required,3.2
AS110681,2024-07-17,2024,Jul,Canada,Ontario,Ottawa,Prime Auto 17,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2026,29,Female,Retail,1,46656.18,4001.2,42654.98,30004.3,12650.68,0.2966,Cash,Not Required,4.7
AS110682,2024-09-22,2024,Sep,Germany,Berlin,Berlin,CityDrive 7,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2021,36,Female,Retail,1,29668.94,933.16,28735.78,22544.12,6191.66,0.2155,Bank Finance,Pending,3.6
AS110683,2026-04-19,2026,Apr,Japan,Kanagawa,Yokohama,Metro Motors 5,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2022,29,Female,Retail,4,32596.9,8335.66,122051.94,83162.69,38889.25,0.3186,Lease,Approved,4.3
AS110684,2025-09-19,2025,Sep,Germany,Bavaria,Nuremberg,AutoHub 4,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2022,41,Male,Corporate,1,34212.48,3380.0,30832.48,21820.96,9011.52,0.2923,Bank Finance,Pending,4.5
AS110685,2024-06-29,2024,Jun,UK,Scotland,Glasgow,CityDrive 17,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2025,49,Male,Corporate,1,30771.81,1626.56,29145.25,20667.75,8477.5,0.2909,Lease,Rejected,4.0
AS110686,2025-08-19,2025,Aug,UK,Northern Ireland,Belfast,Elite Motors 14,Kia,EV6,Hatchback,Electric,Electric,Automatic,2026,54,Male,Fleet,1,45781.42,1779.96,44001.45,37390.99,6610.46,0.1502,Bank Finance,Approved,3.7
AS110687,2024-12-17,2024,Dec,Germany,Saxony,Dresden,AutoHub 2,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2023,25,Male,Retail,1,42953.83,4333.53,38620.29,30531.24,8089.06,0.2095,Bank Finance,Approved,3.7
AS110688,2026-04-14,2026,Apr,UAE,Sharjah,Sharjah,CityDrive 17,Honda,Civic,Sedan,Compact,Petrol,CVT,2022,35,Female,Retail,4,22938.78,10985.7,80769.43,64056.7,16712.73,0.2069,Bank Finance,Pending,3.8
AS110689,2025-10-14,2025,Oct,USA,New York,Rochester,Elite Motors 14,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2023,49,Male,Retail,1,37215.29,4374.36,32840.93,27547.96,5292.97,0.1612,Bank Finance,Approved,4.5
AS110690,2024-08-18,2024,Aug,Germany,Berlin,Berlin,AutoHub 4,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2024,37,Male,Retail,1,36198.29,4435.4,31762.89,22951.64,8811.25,0.2774,Bank Finance,Approved,3.5
AS110691,2025-08-21,2025,Aug,USA,New York,New York City,Prime Auto 17,Honda,Civic,Sedan,Compact,Petrol,CVT,2024,25,Male,Retail,1,22659.1,2892.86,19766.24,13491.37,6274.88,0.3175,Bank Finance,Approved,4.2
AS110692,2024-03-02,2024,Mar,UK,Wales,Swansea,Elite Motors 10,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2024,59,Male,Retail,2,38415.76,3423.06,73408.45,53569.9,19838.56,0.2702,Credit Card,Not Required,4.5
AS110693,2024-10-08,2024,Oct,Canada,British Columbia,Vancouver,Elite Motors 8,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2026,42,Male,Retail,2,33540.31,4557.8,62522.83,44715.92,17806.91,0.2848,Bank Finance,Approved,3.8
AS110694,2026-03-07,2026,Mar,Japan,Kanagawa,Yokohama,Prime Auto 7,Kia,EV6,Hatchback,Electric,Electric,Automatic,2025,55,Male,Retail,1,51645.56,2472.0,49173.57,41606.13,7567.44,0.1539,Bank Finance,Approved,4.1
AS110695,2026-01-27,2026,Jan,USA,California,Los Angeles,Metro Motors 6,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2023,41,Male,Retail,1,39307.07,4043.01,35264.06,28660.75,6603.31,0.1873,Bank Finance,Approved,3.9
AS110696,2026-05-23,2026,May,India,Karnataka,Mangaluru,Global Wheels 11,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2022,46,Female,Corporate,1,47586.42,6584.4,41002.02,34525.69,6476.33,0.158,Bank Finance,Approved,3.3
AS110697,2024-01-24,2024,Jan,UK,Scotland,Glasgow,CityDrive 7,Honda,Civic,Sedan,Compact,Petrol,CVT,2026,33,Male,Retail,1,24980.38,2077.58,22902.8,17593.61,5309.19,0.2318,Lease,Approved,4.2
AS110698,2025-12-23,2025,Dec,Japan,Kanagawa,Yokohama,Metro Motors 13,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2024,40,Male,Retail,1,29338.19,1865.58,27472.61,19020.72,8451.9,0.3076,Credit Card,Not Required,3.8
AS110699,2024-06-06,2024,Jun,Japan,Aichi,Nagoya,AutoHub 7,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2025,53,Male,Fleet,2,38305.87,6834.61,69777.13,53368.07,16409.06,0.2352,Lease,Approved,3.6
AS110700,2024-09-29,2024,Sep,Germany,Berlin,Berlin,Metro Motors 1,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2023,48,Male,Retail,1,26280.77,3201.27,23079.5,17730.26,5349.24,0.2318,Credit Card,Not Required,4.5
AS110701,2024-08-18,2024,Aug,UK,Scotland,Glasgow,Global Wheels 16,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2021,41,Male,Corporate,2,19828.28,2865.87,36790.69,26226.14,10564.54,0.2872,Lease,Approved,4.8
AS110702,2024-07-12,2024,Jul,Germany,Hesse,Frankfurt,Prime Auto 2,Tesla,Model Y,SUV,Electric,Electric,Automatic,2021,34,Female,Corporate,1,47626.58,4278.6,43347.98,34604.63,8743.35,0.2017,Credit Card,Not Required,4.3
AS110703,2025-07-27,2025,Jul,UK,England,London,Elite Motors 10,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2025,45,Male,Retail,1,38151.54,3514.55,34636.99,25516.64,9120.35,0.2633,Bank Finance,Approved,4.1
AS110704,2026-03-23,2026,Mar,UAE,Abu Dhabi,Abu Dhabi,Metro Motors 14,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2026,32,Male,Fleet,1,43416.35,2503.03,40913.32,27942.62,12970.71,0.317,Bank Finance,Rejected,4.4
AS110705,2024-11-20,2024,Nov,Japan,Osaka,Osaka,Global Wheels 14,Honda,Civic,Sedan,Compact,Petrol,CVT,2024,40,Female,Fleet,1,25208.84,2578.24,22630.6,17835.38,4795.22,0.2119,Lease,Rejected,4.3
AS110706,2025-09-26,2025,Sep,Australia,New South Wales,Newcastle,Elite Motors 8,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2025,30,Male,Retail,1,50308.61,1197.91,49110.7,38704.74,10405.96,0.2119,Credit Card,Not Required,3.7
AS110707,2026-05-26,2026,May,UK,Northern Ireland,Belfast,AutoHub 5,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2025,39,Female,Retail,1,28003.6,2881.13,25122.46,18382.42,6740.04,0.2683,Bank Finance,Pending,4.9
AS110708,2024-10-17,2024,Oct,India,Karnataka,Mysuru,Prime Auto 4,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2021,51,Male,Retail,1,35821.94,3158.1,32663.84,22901.92,9761.92,0.2989,Lease,Approved,5.0
AS110709,2026-04-12,2026,Apr,Canada,British Columbia,Vancouver,AutoHub 10,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2022,38,Male,Fleet,2,57090.53,11000.78,103180.27,86221.3,16958.97,0.1644,Credit Card,Not Required,3.7
AS110710,2025-10-07,2025,Oct,India,Tamil Nadu,Chennai,Metro Motors 10,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2025,30,Female,Retail,1,40530.54,1475.89,39054.65,31111.29,7943.36,0.2034,Credit Card,Not Required,4.4
AS110711,2025-11-25,2025,Nov,UAE,Ajman,Ajman,Metro Motors 17,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2026,61,Male,Retail,1,30104.27,2441.68,27662.6,22061.17,5601.43,0.2025,Cash,Not Required,4.0
AS110712,2025-07-09,2025,Jul,Canada,Quebec,Quebec City,CityDrive 4,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2022,36,Female,Retail,1,37920.83,3969.57,33951.26,24102.31,9848.95,0.2901,Bank Finance,Approved,5.0
AS110713,2024-11-17,2024,Nov,UAE,Ajman,Ajman,CityDrive 12,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2022,27,Female,Retail,2,26455.75,3040.62,49870.88,36800.11,13070.76,0.2621,Bank Finance,Approved,3.9
AS110714,2025-11-17,2025,Nov,USA,California,San Jose,AutoHub 8,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2023,43,Male,Retail,1,27700.21,2769.68,24930.53,20449.26,4481.26,0.1798,Lease,Approved,4.4
AS110715,2026-07-16,2026,Jul,UK,Northern Ireland,Belfast,Prime Auto 15,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2026,54,Male,Retail,1,27340.97,1241.69,26099.29,21216.48,4882.8,0.1871,Bank Finance,Approved,3.5
AS110716,2024-11-25,2024,Nov,USA,California,Los Angeles,Metro Motors 4,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2026,41,Female,Corporate,1,43629.52,999.77,42629.75,29552.48,13077.26,0.3068,Credit Card,Not Required,4.4
AS110717,2025-12-06,2025,Dec,UAE,Dubai,Dubai,Prime Auto 6,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2026,36,Female,Corporate,1,35057.62,1244.31,33813.31,25892.89,7920.43,0.2342,Bank Finance,Pending,4.2
AS110718,2024-04-28,2024,Apr,India,Karnataka,Mysuru,CityDrive 9,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2023,31,Female,Retail,1,20198.61,453.23,19745.38,16345.82,3399.56,0.1722,Credit Card,Not Required,3.7
AS110719,2025-10-23,2025,Oct,Australia,New South Wales,Newcastle,Global Wheels 14,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2022,24,Male,Retail,2,45325.02,4213.37,86436.66,70556.27,15880.39,0.1837,Bank Finance,Approved,4.5
AS110720,2026-05-03,2026,May,UAE,Dubai,Dubai,Elite Motors 9,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2024,34,Female,Retail,1,45574.47,1652.82,43921.65,35134.0,8787.65,0.2001,Bank Finance,Pending,3.6
AS110721,2025-05-27,2025,May,Germany,Bavaria,Nuremberg,Global Wheels 16,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2024,23,Male,Retail,4,29079.27,10502.96,105814.11,76139.53,29674.57,0.2804,Bank Finance,Rejected,3.8
AS110722,2024-04-05,2024,Apr,Australia,Western Australia,Perth,Prime Auto 10,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2024,42,Male,Retail,1,30250.38,1425.35,28825.03,23682.57,5142.46,0.1784,Credit Card,Not Required,3.8
AS110723,2024-04-13,2024,Apr,Canada,Quebec,Quebec City,CityDrive 12,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2025,34,Male,Retail,2,35867.18,9038.67,62695.69,46219.98,16475.7,0.2628,Credit Card,Not Required,4.2
AS110724,2025-09-11,2025,Sep,India,Maharashtra,Nagpur,Elite Motors 2,Tesla,Model Y,SUV,Electric,Electric,Automatic,2025,51,Male,Retail,1,42774.26,5086.86,37687.4,27713.33,9974.07,0.2647,Credit Card,Not Required,4.7
AS110725,2024-10-15,2024,Oct,Germany,Bavaria,Nuremberg,CityDrive 14,Tesla,Model Y,SUV,Electric,Electric,Automatic,2024,40,Male,Retail,1,48649.0,2060.05,46588.95,35081.42,11507.53,0.247,Bank Finance,Approved,3.5
AS110726,2026-05-11,2026,May,USA,California,San Jose,CityDrive 16,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2021,20,Female,Corporate,3,33295.87,5245.05,94642.57,69400.1,25242.48,0.2667,Bank Finance,Pending,4.0
AS110727,2024-06-11,2024,Jun,India,Maharashtra,Nagpur,Global Wheels 12,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2024,26,Female,Retail,2,42892.04,10697.49,75086.59,62589.93,12496.67,0.1664,Bank Finance,Approved,3.7
AS110728,2025-02-13,2025,Feb,Canada,Ontario,Ottawa,Global Wheels 5,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2022,48,Male,Retail,1,45819.24,3672.46,42146.78,31511.0,10635.78,0.2524,Bank Finance,Approved,3.6
